PROGRAM,POSITION,ERROR,WELD_SPEED,COMMAND_CURRENT,CURRENT_OUTPUT,COMMAND_VOLTAGE,VOLTAGE_OUTPUT,SHORT_COUNT,PULSE_FREQUENCY,MOTOR_CURRENT,WIRE_SPEED,INSTANT_ARC_LACK_TIME,TIMESTAMP
SALDATURA OP1,P071,N,0.9,190,128,17,13.8,17,60,0.16,10.45,0,1568299354
SALDATURA OP1,P031,N,0.8,220,217,18,17.3,94,75,1.09,13.3,0,1568838547
SALDATURA OP1,P080,N,0.8,220,211,18,18,98,79,1.02,13.3,0,1568310042
SALDATURA OP1,P034,N,0.8,220,224,18,17.4,117,94,0.28,13.3,0,1568830054
SALDATURA OP1,P109,N,0.8,220,231,18,15.4,109,660,0.31,13.3,0,1568816690
SALDATURA OP2,P107,N,0.8,220,219,18,18,98,71,1.12,13.3,0,1568830880
SALDATURA OP1,P050,N,0.72,240,184,20.6,18.6,31,95,0.87,14,0,1568285912
SALDATURA OP2,P097,N,0.8,220,234,18,15.8,101,87,1.84,13.3,0,1568842957
SALDATURA OP2,P034,N,0.8,220,216,18,17.8,100,70,0.17,13.3,0,1568290686
SALDATURA OP2,P044,N,0.8,220,220,18,17.3,96,190,1.26,13.3,0,1568845433
SALDATURA OP1,P109,N,0.8,220,228,18,15.4,108,395,2.28,13.3,0,1568817290
SALDATURA OP2,P038,N,0.8,220,221,18,16.3,101,86,1.24,13.3,0,1568826832
SALDATURA OP1,P008,N,0.8,220,220,18,16.6,93,73,1.29,13.3,0,1568825919
SALDATURA OP2,P016,N,0.8,220,211,18,18.3,96,104,0.92,13.3,0,1568833270
SALDATURA OP1,P063,N,0.8,220,216,18,17.6,91,141,0.16,13.3,0,1568840554
SALDATURA OP2,P060,N,0.72,230,172,19.6,18.6,27,63,1.12,14,0,1568827071
SALDATURA OP2,P074,N,0.8,220,218,18,17.9,103,477,0.32,13.3,0,1568840641
SALDATURA OP2,P104,N,0.8,220,213,18,18,82,77,1.91,13.3,0,1568303788
SALDATURA OP2,P072,N,0.9,150,0,14.4,0,51,69,0.03,0,0,1568295167
SALDATURA OP2,P084,N,0.72,240,223,20,19.8,94,73,0.07,14,0,1568828695
SALDATURA OP2,P086,N,0.4,120,122,16.5,16.9,48,48,0.19,5.28,0,1568820388
SALDATURA OP2,P060,N,0.72,230,239,19.6,20.3,56,107,1.25,14,0,1568818268
SALDATURA OP1,P039,N,0.8,220,226,18,17.5,108,1036,1.49,13.3,0,1568842233
SALDATURA OP2,P017,N,0.8,220,193,18,19.3,94,67,0.09,13.3,0,1568845715
SALDATURA OP1,P031,N,0.8,220,215,18,17.9,94,77,1.36,13.3,0,1568292178
SALDATURA OP1,P109,N,0.8,220,231,18,15.8,112,109,1.96,13.3,0,1568818790
SALDATURA OP2,P089,N,0.5,120,130,16.5,15.8,35,57,0.72,5.28,0,1568821237
SALDATURA OP2,P084,N,0.72,240,100,20,14.1,8,43,0.24,14,0,1568817048
SALDATURA OP2,P087,N,0.5,120,120,16.5,15.4,45,44,0.39,5.28,0,1568824932
SALDATURA OP1,P038,N,0.8,220,226,18,16.9,104,1601,0.76,13.3,0,1568316267
SALDATURA OP1,P098,N,0.8,220,238,18,15.2,107,517,0.06,13.3,0,1568819290
SALDATURA OP1,P031,N,0.8,220,222,18,16.8,98,81,0.14,13.3,0,1568839737
SALDATURA OP2,P075,N,0.8,220,219,18,18.7,95,95,0.81,13.3,0,1568328699
SALDATURA OP2,P004,N,0.8,220,213,18,18.7,62,87,1.45,13.3,0,1568813189
SALDATURA OP1,P066,N,0.72,150,0,14.4,0,60,303,0.08,0,0,1568822904
SALDATURA OP1,P013,N,0.8,220,220,18,16.4,94,72,0.97,13.3,0,1568822885
SALDATURA OP2,P107,N,0.8,220,218,18,17.6,102,75,1.87,13.3,0,1568303758
SALDATURA OP2,P093,N,0.8,80,83,14.4,10.6,94,73,0.09,0,0,1568319867
SALDATURA OP2,P039,N,0.8,220,229,18,16.7,106,419,0.08,13.3,0,1568828892
SALDATURA OP1,P077,N,0.9,190,55,17,14,3,31,0.39,10.45,0,1568302690
SALDATURA OP1,P031,N,0.8,220,229,18,16.1,110,89,2.39,13.3,0,1568820290
SALDATURA OP1,P031,N,0.8,220,234,18,16.3,110,223,0.85,13.3,0,1568820390
SALDATURA OP1,P002,N,0.8,220,125,18,16.6,19,73,0.18,13.3,0,1568283343
SALDATURA OP1,P031,N,0.8,220,232,18,16.3,107,86,2.09,13.3,0,1568820590
SALDATURA OP2,P075,N,0.8,220,221,18,17.9,96,71,0.52,13.3,0,1568319964
SALDATURA OP1,P077,N,0.9,190,115,17,13.7,15,56,0.72,10.45,0,1568820009
SALDATURA OP2,P045,N,0.8,220,222,18,17.1,96,487,2.93,13.3,0,1568836941
SALDATURA OP2,P084,N,0.72,240,221,20,18.7,100,76,0.46,14,0,1568814776
SALDATURA OP1,P005,N,0.8,220,213,18,18,98,96,0.67,13.3,0,1568305032
SALDATURA OP1,P109,N,0.8,220,228,18,16.1,103,175,2,13.3,0,1568302141
SALDATURA OP1,P031,N,0.8,220,215,18,17.8,92,82,1.01,13.3,0,1568838947
SALDATURA OP1,P056,N,0.72,230,114,19.6,17.2,14,55,0.37,14,0,1568283411
SALDATURA OP2,P019,N,0.8,220,219,18,17.5,109,253,2.13,13.3,0,1568841555
SALDATURA OP1,P050,N,0.72,240,173,20.6,17.9,28,69,0.13,14,0,1568817427
SALDATURA OP1,P031,N,0.8,220,229,18,16.3,99,81,1.69,13.3,0,1568821690
SALDATURA OP2,P074,N,0.8,220,221,18,18,102,85,0.89,13.3,0,1568847193
SALDATURA OP1,P031,N,0.8,220,226,18,16.2,99,156,1.34,13.3,0,1568821890
SALDATURA OP2,P103,N,0.8,220,100,18,9.3,5,38,0.16,13.3,0,1568825278
SALDATURA OP2,P091,N,0.5,150,37,14.4,11.7,43,44,0.04,0,0,1568299968
SALDATURA OP1,P109,N,0.8,220,229,18,15.8,108,81,1.53,13.3,0,1568826008
SALDATURA OP2,P016,N,0.8,220,212,18,17.8,91,561,1.57,13.3,0,1568836060
SALDATURA OP1,P080,N,0.8,220,218,18,18.4,107,470,2.84,13.3,0,1568848226
SALDATURA OP2,P043,N,0.8,220,226,18,16.3,97,82,0.47,13.3,0,1568840093
SALDATURA OP1,P038,N,0.8,220,222,18,17.4,98,1258,1.43,13.3,0,1568299878
SALDATURA OP1,P109,N,0.8,220,224,18,17,91,89,1.41,13.3,0,1568822656
SALDATURA OP2,P089,N,0.5,120,129,16.5,16.2,31,56,0.64,5.28,0,1568300465
SALDATURA OP2,P081,N,0.8,220,216,18,18.1,107,93,1.66,13.3,0,1568840432
SALDATURA OP1,P063,N,0.8,220,217,18,18.6,81,62,0.5,13.3,0,1568851134
SALDATURA OP1,P056,N,0.72,230,226,19.6,19.3,114,178,1.02,14,0,1568832780
SALDATURA OP1,P004,N,0.8,220,221,18,17.9,102,88,1.23,13.3,0,1568303680
SALDATURA OP1,P031,N,0.8,220,230,18,16,103,92,1.04,13.3,0,1568823290
SALDATURA OP1,P005,N,0.8,220,215,18,17.4,106,83,0.83,13.3,0,1568302750
SALDATURA OP1,P031,N,0.8,220,224,18,16.2,102,96,0.44,13.3,0,1568823490
SALDATURA OP1,P031,N,0.8,220,226,18,15.9,102,89,1.66,13.3,0,1568823590
SALDATURA OP1,P050,N,0.72,240,0,20.6,11.3,0,80,0.04,2,0,1568292740
SALDATURA OP2,P019,N,0.8,220,216,18,17.2,97,256,1.83,13.3,0,1568315992
SALDATURA OP1,P031,N,0.8,220,225,18,16,102,79,0.79,13.3,0,1568823890
SALDATURA OP2,P035,N,0.8,220,215,18,19,90,87,2.43,13.3,0,1568835506
SALDATURA OP2,P073,N,0.9,150,0,14.4,0,44,70,0,0,0,1568302576
SALDATURA OP1,P071,N,0.9,190,0,17,0.7,0,44,0.01,2,0,1568285124
SALDATURA OP1,P031,N,0.8,220,230,18,15.7,98,1824,1.06,13.3,0,1568824290
SALDATURA OP2,P035,N,0.8,220,220,18,17.4,95,75,0.09,13.3,0,1568306227
SALDATURA OP2,P116,N,0.8,220,225,18,17.4,106,480,1.79,13.3,0,1568304208
SALDATURA OP1,P091,N,0.8,220,218,18,17.7,99,107,1.54,13.3,0,1568305400
SALDATURA OP1,P031,N,0.8,220,226,18,16.1,98,78,0.2,13.3,0,1568824690
SALDATURA OP1,P031,N,0.8,220,231,18,15.7,99,329,0.1,13.3,0,1568824790
SALDATURA OP1,P011,N,0.8,220,221,18,18.1,88,348,1.77,13.3,0,1568839698
SALDATURA OP1,P031,N,0.8,220,231,18,15.6,101,83,0.13,13.3,0,1568824990
SALDATURA OP1,P087,N,0.7,180,177,17.5,17.2,97,66,1.67,9.72,0,1568837127
SALDATURA OP1,P096,N,0.8,220,226,18,17.1,101,82,1.6,13.3,0,1568302217
SALDATURA OP1,P056,N,0.72,230,0,19.6,5.7,0,96,0.06,2,0,1568826367
SALDATURA OP1,P050,N,0.72,240,157,20.6,16.5,25,75,0.87,14,0,1568813006
SALDATURA OP2,P087,N,0.5,120,116,16.5,15.6,45,38,0.01,5.28,0,1568298161
SALDATURA OP1,P032,N,0.8,220,223,18,16.1,102,501,1.27,13.3,0,1568825590
SALDATURA OP2,P081,N,0.8,220,221,18,18.1,101,88,0.44,13.3,0,1568835543
SALDATURA OP2,P033,N,0.8,220,233,18,17.4,82,95,0.36,13.3,0,1568294012
SALDATURA OP1,P081,N,0.8,220,225,18,17.5,114,95,1.85,13.3,0,1568323294
SALDATURA OP2,P105,N,0.8,220,212,18,17.7,91,92,0.78,13.3,0,1568303413
SALDATURA OP2,P018,N,0.8,220,213,18,18,92,1060,0.33,13.3,0,1568318594
SALDATURA OP1,P039,N,0.8,220,224,18,17.1,102,86,0.14,13.3,0,1568838461
SALDATURA OP1,P032,N,0.8,220,218,18,16.4,102,465,0.08,13.3,0,1568826290
SALDATURA OP1,P013,N,0.8,220,221,18,16.9,103,76,1.91,13.3,0,1568311005
SALDATURA OP2,P032,N,0.8,220,101,18,12.3,9,50,0.6,13.3,0,1568813697
SALDATURA OP1,P090,N,0.8,220,229,18,16.7,95,81,0.45,13.3,0,1568298897
SALDATURA OP1,P056,N,0.72,230,218,19.6,19.1,107,105,2.7,14,0,1568828036
SALDATURA OP2,P075,N,0.8,220,216,18,18.8,91,62,0.65,13.3,0,1568853321
SALDATURA OP1,P032,N,0.8,220,231,18,16.4,100,82,1.29,13.3,0,1568826890
SALDATURA OP2,P034,N,0.8,220,228,18,17.2,103,196,0.6,13.3,0,1568301351
SALDATURA OP1,P031,N,0.8,220,214,18,17.2,97,78,1.7,13.3,0,1568848616
SALDATURA OP1,P063,N,0.8,220,219,18,17.5,92,69,0.82,13.3,0,1568318605
SALDATURA OP1,P032,N,0.8,220,226,18,16.7,99,86,1.51,13.3,0,1568827290
SALDATURA OP2,P107,N,0.8,220,223,18,17.9,101,290,0.39,13.3,0,1568828682
SALDATURA OP2,P068,N,0.5,150,0,14.4,0,25,38,0.02,0,0,1568296208
SALDATURA OP1,P002,N,0.8,220,112,18,15.2,13,41,0.5,13.3,0,1568816152
SALDATURA OP2,P038,N,0.8,220,225,18,17,89,82,1.07,13.3,0,1568829412
SALDATURA OP2,P084,N,0.72,240,220,20,19.1,104,99,1.88,14,0,1568815176
SALDATURA OP2,P033,N,0.8,220,230,18,18.6,64,97,1.32,13.3,0,1568819194
SALDATURA OP1,P032,N,0.8,220,224,18,16.5,108,387,0.74,13.3,0,1568827990
SALDATURA OP2,P006,N,0.8,220,217,18,17.4,102,99,1.49,13.3,0,1568297390
SALDATURA OP1,P098,N,0.8,220,232,18,15.2,101,306,1.98,13.3,0,1568304567
SALDATURA OP1,P032,N,0.8,220,229,18,16.6,110,626,0.98,13.3,0,1568828290
SALDATURA OP1,P062,N,0.8,220,211,18,18.4,97,72,2.21,13.3,0,1568323440
SALDATURA OP1,P014,N,0.7,150,0,14.4,0,56,60,0.14,7.46,0,1568317878
SALDATURA OP2,P013,N,0.8,220,210,18,18.1,85,72,0.2,13.3,0,1568310392
SALDATURA OP2,P035,N,0.8,220,226,18,16.8,96,86,1.95,13.3,0,1568819143
SALDATURA OP1,P034,N,0.8,220,223,18,16.9,111,508,1.54,13.3,0,1568828790
SALDATURA OP1,P109,N,0.8,220,226,18,15.6,107,85,2.08,13.3,0,1568821416
SALDATURA OP1,P034,N,0.8,220,223,18,17.4,109,80,1.66,13.3,0,1568828990
SALDATURA OP1,P032,N,0.8,220,222,18,16.8,91,77,0.49,13.3,0,1568313389
SALDATURA OP1,P032,N,0.8,220,237,18,15.5,111,1105,1.31,13.3,0,1568314568
SALDATURA OP2,P044,N,0.8,220,222,18,17.4,101,72,1.98,13.3,0,1568842393
SALDATURA OP1,P035,N,0.8,220,216,18,17.5,104,76,0.19,13.3,0,1568829390
SALDATURA OP2,P075,N,0.8,220,222,18,17.6,91,68,1.87,13.3,0,1568844141
SALDATURA OP1,P035,N,0.8,220,226,18,16.8,98,948,0.83,13.3,0,1568829590
SALDATURA OP1,P065,N,0.4,120,15,16.5,11.8,0,55,0.07,2,0,1568302231
SALDATURA OP2,P103,N,0.8,220,11,18,12,0,61,0.1,2,0,1568819238
SALDATURA OP1,P006,N,0.8,220,214,18,17.1,101,93,0.73,13.3,0,1568823755
SALDATURA OP2,P060,N,0.72,230,18,19.6,11.5,0,49,0.1,2,0,1568297146
SALDATURA OP1,P073,N,0.5,150,0,14.4,0,16,71,0.07,0,0,1568300155
SALDATURA OP1,P056,N,0.72,230,232,19.6,18.2,112,226,1.49,14,0,1568828636
SALDATURA OP2,P106,N,0.8,220,227,18,17.4,102,330,1.16,13.3,0,1568817585
SALDATURA OP2,P111,N,0.8,220,218,18,18.4,101,93,1.66,13.3,0,1568292277
SALDATURA OP1,P037,N,0.8,220,224,18,16.8,103,82,0.71,13.3,0,1568830490
SALDATURA OP1,P037,N,0.8,220,220,18,17.2,104,97,1.43,13.3,0,1568830590
SALDATURA OP1,P037,N,0.8,220,222,18,16.4,103,83,2.39,13.3,0,1568830690
SALDATURA OP2,P034,N,0.8,220,225,18,17,98,81,1.92,13.3,0,1568296016
SALDATURA OP2,P077,N,0.9,190,69,18,13,5,58,0.41,10.45,0,1568299677
SALDATURA OP1,P039,N,0.8,220,212,18,17.8,108,103,2.22,13.3,0,1568319815
SALDATURA OP1,P053,N,0.72,150,0,14.4,0,69,100,0.09,0,0,1568828555
SALDATURA OP1,P038,N,0.8,220,228,18,16.5,105,180,1.66,13.3,0,1568831190
SALDATURA OP1,P038,N,0.8,220,226,18,16.6,103,474,0.55,13.3,0,1568831290
SALDATURA OP1,P005,N,0.8,220,221,18,16.3,97,76,2.16,13.3,0,1568820635
SALDATURA OP2,P034,N,0.8,220,223,18,17,103,110,0.99,13.3,0,1568818840
SALDATURA OP2,P033,N,0.8,220,223,18,18,38,100,0.37,13.3,0,1568831476
SALDATURA OP1,P032,N,0.8,220,228,18,16.3,100,74,1.46,13.3,0,1568827231
SALDATURA OP1,P005,N,0.8,220,205,18,19.1,79,85,1.88,13.3,0,1568829273
SALDATURA OP2,P085,N,0.72,230,231,19.6,20.7,69,169,0.7,14,0,1568821138
SALDATURA OP2,P089,N,0.5,120,0,16.5,13.5,0,51,0.09,2,0,1568839393
SALDATURA OP2,P008,N,0.8,220,196,18,18.3,73,75,1.88,13.3,0,1568292120
SALDATURA OP1,P039,N,0.8,220,227,18,16.6,103,298,0.39,13.3,0,1568832190
SALDATURA OP2,P009,N,0.8,220,210,18,17.4,87,78,2.74,13.3,0,1568818313
SALDATURA OP2,P103,N,0.8,220,0,18,13.8,0,63,0.04,2,0,1568814086
SALDATURA OP2,P116,N,0.8,220,227,18,18.4,106,82,1.65,13.3,0,1568831610
SALDATURA OP1,P087,N,0.7,180,205,17.5,18.1,94,75,0.71,9.72,0,1568302548
SALDATURA OP1,P039,N,0.8,220,225,18,16.9,110,78,2.1,13.3,0,1568832690
SALDATURA OP1,P100,N,0.5,120,124,16.5,15.9,56,54,0.06,5.28,0,1568821527
SALDATURA OP1,P109,N,0.8,220,226,18,16.7,107,113,2.27,13.3,0,1568841240
SALDATURA OP1,P088,N,0.8,220,150,18,15.6,25,77,0.39,13.3,0,1568299499
SALDATURA OP2,P017,N,0.8,220,206,18,18.6,85,517,1.25,13.3,0,1568309490
SALDATURA OP2,P097,N,0.8,220,236,18,15.8,118,80,1.53,13.3,0,1568845437
SALDATURA OP1,P009,N,0.8,220,221,18,17.9,105,75,1.57,13.3,0,1568311179
SALDATURA OP1,P109,N,0.8,220,236,18,15.3,110,451,1.49,13.3,0,1568815677
SALDATURA OP1,P027,N,0.8,220,90,18,13.7,9,53,0.02,13.3,0,1568820459
SALDATURA OP1,P063,N,0.8,220,208,18,18.1,79,261,0.8,13.3,0,1568323914
SALDATURA OP1,P056,N,0.72,230,226,19.6,19.1,117,97,1.37,14,0,1568823242
SALDATURA OP2,P089,N,0.5,120,85,16.5,11.8,3,28,0.3,5.28,0,1568814340
SALDATURA OP2,P012,N,0.8,220,217,18,17.9,85,69,0.91,13.3,0,1568303584
SALDATURA OP1,P065,N,0.4,120,131,16.5,16.2,37,65,0.48,5.28,0,1568818298
SALDATURA OP2,P018,N,0.8,220,214,18,18.5,86,76,0.62,13.3,0,1568828913
SALDATURA OP1,P081,N,0.8,220,221,18,17.3,105,248,1.5,13.3,0,1568834190
SALDATURA OP2,P009,N,0.8,220,213,18,17.7,78,77,1.38,13.3,0,1568302493
SALDATURA OP1,P015,N,0.7,150,0,14.4,0,33,60,0.03,0,0,1568831385
SALDATURA OP2,P009,N,0.8,220,212,18,18.3,84,71,0.26,13.3,0,1568835832
SALDATURA OP1,P050,N,0.72,240,242,20.6,21.4,76,126,1.23,14,0,1568294013
SALDATURA OP2,P019,N,0.8,220,215,18,17.7,109,67,0.66,13.3,0,1568310063
SALDATURA OP1,P081,N,0.8,220,224,18,17.1,109,96,0.1,13.3,0,1568834790
SALDATURA OP1,P081,N,0.8,220,227,18,17.5,109,184,3.23,13.3,0,1568834890
SALDATURA OP1,P081,N,0.8,220,224,18,17.7,108,87,1,13.3,0,1568834990
SALDATURA OP1,P010,N,0.8,220,219,18,18.7,111,150,1.04,13.3,0,1568307423
SALDATURA OP2,P038,N,0.8,220,220,18,16.4,94,1507,0.16,13.3,0,1568833891
SALDATURA OP1,P081,N,0.8,220,222,18,17.3,105,174,1.04,13.3,0,1568835290
SALDATURA OP2,P004,N,0.8,220,0,18,13.9,0,65,0.04,2,0,1568818162
SALDATURA OP2,P009,N,0.8,220,217,18,17.2,81,72,0.58,13.3,0,1568297936
SALDATURA OP1,P063,N,0.8,220,214,18,17.8,90,340,0.2,13.3,0,1568840887
SALDATURA OP1,P035,N,0.8,220,215,18,17.9,91,455,0.1,13.3,0,1568298663
SALDATURA OP2,P045,N,0.8,220,222,18,17,102,89,1.47,13.3,0,1568836592
SALDATURA OP1,P080,N,0.8,220,222,18,17.3,102,307,1.18,13.3,0,1568835890
SALDATURA OP1,P096,N,0.8,220,221,18,18.5,101,567,1.49,13.3,0,1568292969
SALDATURA OP1,P011,N,0.8,220,222,18,17.5,96,79,1.01,13.3,0,1568832648
SALDATURA OP2,P044,N,0.8,220,214,18,17.9,95,75,1.54,13.3,0,1568308486
SALDATURA OP2,P109,N,0.8,220,215,18,17.4,91,531,1.07,13.3,0,1568303220
SALDATURA OP1,P077,N,0.9,190,51,17,14,3,30,0.19,10.45,0,1568820408
SALDATURA OP2,P035,N,0.8,220,219,18,17,98,82,0.71,13.3,0,1568823032
SALDATURA OP1,P080,N,0.8,220,219,18,17.4,110,467,0.08,13.3,0,1568836590
SALDATURA OP1,P080,N,0.8,220,211,18,19.3,95,114,2.31,13.3,0,1568305178
SALDATURA OP1,P080,N,0.8,220,224,18,17.5,106,338,1.72,13.3,0,1568836790
SALDATURA OP2,P034,N,0.8,220,221,18,18,105,91,1.45,13.3,0,1568301451
SALDATURA OP2,P092,N,0.9,190,192,18,20.4,67,82,1.57,10.45,0,1568825940
SALDATURA OP1,P080,N,0.8,220,220,18,18.2,107,84,1.61,13.3,0,1568837090
SALDATURA OP1,P096,N,0.8,220,229,18,17.3,99,77,1.09,13.3,0,1568303071
SALDATURA OP1,P056,N,0.72,230,226,19.6,18.6,89,104,1.53,14,0,1568300326
SALDATURA OP2,P076,N,0.5,150,0,14.4,0,13,41,0.03,0,0,1568835169
SALDATURA OP1,P038,N,0.8,220,224,18,17.1,97,859,1.96,13.3,0,1568313774
SALDATURA OP2,P009,N,0.8,220,209,18,17.6,83,77,1.94,13.3,0,1568299379
SALDATURA OP2,P045,N,0.8,220,212,18,18.2,101,92,2.18,13.3,0,1568322026
SALDATURA OP2,P113,N,0.8,150,0,10,0,34,892,0.04,0,0,1568829082
SALDATURA OP1,P063,N,0.8,220,216,18,18.5,83,75,0.94,13.3,0,1568864440
SALDATURA OP1,P037,N,0.8,220,225,18,16.7,102,79,0.81,13.3,0,1568829931
SALDATURA OP1,P035,N,0.8,220,226,18,16.7,100,84,0.69,13.3,0,1568308358
SALDATURA OP1,P005,N,0.8,220,226,18,15.9,119,642,1.31,13.3,0,1568306079
SALDATURA OP1,P062,N,0.8,220,216,18,17.7,100,67,0.83,13.3,0,1568838290
SALDATURA OP2,P010,N,0.8,220,210,18,18.2,74,69,0.5,13.3,0,1568308519
SALDATURA OP2,P006,N,0.8,220,214,18,17.9,97,89,0.58,13.3,0,1568303241
SALDATURA OP1,P005,N,0.8,220,215,18,17.7,100,85,1.39,13.3,0,1568302996
SALDATURA OP1,P004,N,0.8,220,222,18,17.9,96,83,0.96,13.3,0,1568301758
SALDATURA OP2,P009,N,0.8,220,209,18,18.1,79,68,0.94,13.3,0,1568846168
SALDATURA OP1,P008,N,0.8,220,216,18,17.6,90,163,1.24,13.3,0,1568836098
SALDATURA OP1,P063,N,0.8,220,217,18,17.8,89,75,1.95,13.3,0,1568838990
SALDATURA OP2,P035,N,0.8,220,225,18,17.1,99,84,0.52,13.3,0,1568306726
SALDATURA OP2,P034,N,0.8,220,224,18,18.1,112,344,1.3,13.3,0,1568814667
SALDATURA OP1,P063,N,0.8,220,219,18,17.8,89,695,1.1,13.3,0,1568839290
SALDATURA OP1,P109,N,0.8,220,226,18,18.8,44,81,1.29,13.3,0,1568827569
SALDATURA OP2,P018,N,0.8,220,194,18,18.5,99,88,0.57,13.3,0,1568845843
SALDATURA OP1,P032,N,0.8,220,225,18,16.8,104,952,2.15,13.3,0,1568311667
SALDATURA OP2,P045,N,0.8,220,213,18,18,107,89,0.24,13.3,0,1568304474
SALDATURA OP2,P107,N,0.8,220,219,18,16.7,112,199,1.62,13.3,0,1568819310
SALDATURA OP1,P063,N,0.8,220,217,18,17.6,94,494,0.1,13.3,0,1568839890
SALDATURA OP1,P090,N,0.8,220,217,18,17.7,102,73,1.16,13.3,0,1568301012
SALDATURA OP1,P063,N,0.8,220,224,18,17.6,94,374,1,13.3,0,1568840090
SALDATURA OP1,P063,N,0.8,220,221,18,17.7,93,66,1.55,13.3,0,1568840190
SALDATURA OP1,P109,N,0.8,220,224,18,17.3,47,449,0.66,13.3,0,1568816254
SALDATURA OP1,P009,N,0.8,220,220,18,17.9,92,92,0.64,13.3,0,1568852605
SALDATURA OP1,P032,N,0.8,220,224,18,16.7,106,79,1.3,13.3,0,1568312467
SALDATURA OP1,P063,N,0.8,220,219,18,18.1,89,80,1.21,13.3,0,1568840590
SALDATURA OP2,P075,N,0.8,220,214,18,18.8,79,214,0.09,13.3,0,1568857906
SALDATURA OP1,P009,N,0.8,220,221,18,17.7,108,633,1.57,13.3,0,1568833127
SALDATURA OP1,P088,N,0.8,220,219,18,18.5,50,141,0.73,13.3,0,1568301700
SALDATURA OP2,P081,N,0.8,220,213,18,18.1,104,101,2.56,13.3,0,1568848989
SALDATURA OP2,P034,N,0.8,220,219,18,17.2,94,80,1.94,13.3,0,1568827135
SALDATURA OP1,P064,N,0.8,80,127,14.4,14.4,87,85,0.57,0,0,1568841190
SALDATURA OP2,P037,N,0.8,220,215,18,16.8,97,81,1.86,13.3,0,1568833691
SALDATURA OP2,P103,N,0.8,220,225,18,18,57,85,1.33,13.3,0,1568825376
SALDATURA OP2,P105,N,0.8,220,223,18,18.1,100,85,2.06,13.3,0,1568830210
SALDATURA OP1,P031,N,0.8,220,227,18,15.6,103,75,1.25,13.3,0,1568823148
SALDATURA OP2,P045,N,0.8,220,224,18,16.9,110,383,0.88,13.3,0,1568314695
SALDATURA OP2,P032,N,0.8,220,170,18,13.8,21,85,0.32,13.3,0,1568299678
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,27,85,0.05,0,0,1568841890
SALDATURA OP1,P033,N,0.8,220,226,18,16.9,109,1264,0.9,13.3,0,1568831662
SALDATURA OP1,P096,N,0.8,220,218,18,18,101,386,0.75,13.3,0,1568839423
SALDATURA OP2,P038,N,0.8,220,225,18,15.9,97,73,1.06,13.3,0,1568826193
SALDATURA OP1,P109,N,0.8,220,230,18,16.4,83,519,2.51,13.3,0,1568298814
SALDATURA OP1,P037,N,0.8,220,225,18,16.9,109,78,2.51,13.3,0,1568829154
SALDATURA OP1,P014,N,0.7,150,0,14.4,1.9,58,55,0.14,7.46,0,1568832831
SALDATURA OP2,P086,N,0.4,120,0,16.5,0.3,10,85,0.02,2,0,1568813936
SALDATURA OP1,P031,N,0.8,220,221,18,16.5,97,105,0.31,13.3,0,1568831861
SALDATURA OP1,P091,N,0.8,220,218,18,17.7,104,107,1.77,13.3,0,1568300871
SALDATURA OP2,P022,N,0.8,150,0,14.4,0,44,59,0.02,0,0,1568845401
SALDATURA OP2,P089,N,0.5,120,0,16.5,6.1,2,38,0.07,2,0,1568293011
SALDATURA OP2,P077,N,0.9,190,134,18,16,19,68,0.66,10.45,0,1568820845
SALDATURA OP1,P063,N,0.8,220,218,18,17.8,90,110,1.48,13.3,0,1568327014
SALDATURA OP2,P032,N,0.8,220,156,18,14.8,23,76,0.83,13.3,0,1568840406
SALDATURA OP1,P003,N,0.8,220,213,18,16.5,98,88,2.31,13.3,0,1568294873
SALDATURA OP2,P084,N,0.72,240,218,20,20,79,192,1.1,14,0,1568831737
SALDATURA OP2,P004,N,0.8,220,86,18,13.2,8,54,0.34,13.3,0,1568297626
SALDATURA OP2,P084,N,0.72,240,225,20,19.4,87,148,0.64,14,0,1568831937
SALDATURA OP1,P072,N,0.5,150,0,14.4,0,50,66,0.07,0,0,1568841157
SALDATURA OP1,P005,N,0.8,220,215,18,17.6,101,89,2.23,13.3,0,1568832746
SALDATURA OP2,P084,N,0.72,240,226,20,19.9,96,74,1.38,14,0,1568832237
SALDATURA OP2,P017,N,0.8,220,201,18,19.3,91,82,1.31,13.3,0,1568845863
SALDATURA OP1,P038,N,0.8,220,224,18,16.8,104,662,1.47,13.3,0,1568309658
SALDATURA OP1,P063,N,0.8,220,214,18,17.8,89,78,0.31,13.3,0,1568848741
SALDATURA OP2,P032,N,0.8,220,0,18,13.3,14,78,0.1,2,0,1568298897
SALDATURA OP2,P084,N,0.72,240,222,20,19.2,94,87,1.2,14,0,1568832737
SALDATURA OP1,P056,N,0.72,230,224,19.6,18.7,121,97,2.17,14,0,1568819231
SALDATURA OP1,P031,N,0.8,220,218,18,17.5,96,316,0.56,13.3,0,1568847516
SALDATURA OP1,P063,N,0.8,220,212,18,18.5,92,137,1.26,13.3,0,1568844816
SALDATURA OP2,P055,N,0.72,150,0,14.4,0,75,224,0.17,7.46,0,1568833137
SALDATURA OP1,P005,N,0.8,220,208,18,19.3,102,366,0.63,13.3,0,1568831846
SALDATURA OP1,P109,N,0.8,220,171,18,15.8,29,76,1.3,13.3,0,1568813854
SALDATURA OP2,P107,N,0.8,220,221,18,16.9,108,80,0.59,13.3,0,1568829876
